cpu_usage,memory_usage,disk_usage,interrupts,cycles,llc_miss,workload_type,throughput
14.48272091438813,10.98708880646682,8.2839210492999,1240,2519926,49385,0.0,128582100.74612571
25.94116264722159,58.36331719204584,90.26398113318575,4402,2584458,40886,2.0,163366999.79456618
64.22125124343088,51.278521879546716,80.78023789774346,3425,2669539,38760,2.0,183860641.7011646
35.17536552093354,99.83054677715786,22.67414708608094,1008,3432050,44925,1.0,262191813.0715149
9.13543166883371,43.5200550647775,61.5745246329593,2594,2666742,38831,2.0,183140091.53462076
20.09660191633472,9.79451253717897,26.62049340541745,2535,2887061,39447,2.0,211299242.46481866
15.8151260426106,86.41947362852662,8.12334508388178,4133,2627423,37462,1.0,184276109.677666
35.8317138691068,74.7742598145697,60.94010224880838,3941,2708515,38400,1.0,191043060.02692598
59.38527443770247,28.277012744624706,51.24805039256209,3241,2643235,39139,0.0,178509702.9828685
90.17037042679085,18.301665194007118,71.95799107763976,2637,2378380,43055,0.0,131382915.43998645
64.32986066296613,87.42794312021725,7.43931629158502,2609,2703346,34953,1.0,209083042.81483468
23.172838936735758,96.71977506876259,39.60927901937189,3664,2471117,41049,1.0,148759268.86258474
83.82808738017643,18.70744396631018,6.10571801815633,2869,2472570,43315,0.0,141142846.69880775
19.48237438299984,52.57180380909361,67.39910076973514,3202,2556274,42171,2.0,154953327.23722574
36.512996730624266,19.39446478164928,20.22825384104977,4604,2381638,41460,0.0,136811373.92443773
37.739697439481205,49.94367832517986,2.68527883945182,4445,2637478,41368,1.0,168156309.23215634
86.85998736800377,44.19666272873812,41.71860312850182,1004,2796425,39111,0.0,199943565.2482692
74.02423577130875,73.2255961400266,13.6393210666575,1453,2695547,40848,0.0,177878320.33468276
5.74621988529304,58.76754573646037,10.72509941197864,3687,3056315,42378,1.0,220422421.51598892
75.16854908163441,18.8331314081301,83.814434833641,4319,2353647,40799,2.0,135779166.16763207
38.388507560355,1.6025037758532998,93.79477057685797,3809,2384544,43034,2.0,132129248.68252708
75.05979940085814,46.04042783576104,27.735528305218033,4012,2558867,41648,0.0,157217641.26805085
47.17389084821057,20.082518722536722,73.46224336303415,1179,2434075,39806,2.0,148839901.15751797
48.30408283757162,36.97123682178672,99.96674877253848,3993,2544477,40189,2.0,161097892.5419369
65.21988407321948,16.64446870298652,37.11137282915373,3577,2804413,50254,0.0,156499627.38115373
35.06536518201904,3.54663940632284,88.91246748274065,3713,3071201,42289,2.0,223043240.13757613
72.81858306757863,20.68983528054468,96.41708686188124,3488,2568513,38447,2.0,171593597.18566874
20.89402580406518,16.48419352240425,10.18111907728684,4693,2598716,51899,0.0,130124373.27358669
26.01204685656537,50.33150137976066,11.72390787079944,2512,2376853,38739,1.0,145833144.46586558
97.34355990357764,37.974254435757274,70.6868848827021,2129,2536173,39704,0.0,162003160.53211257
52.97911710075589,83.71322208575418,34.64320117531474,2349,2426326,44822,1.0,131343042.66085085
50.65356205558642,86.88018438448823,42.16566212631136,4008,2515308,38518,1.0,164255006.35286734
40.41051473635285,42.43808433195585,24.40108179554049,2144,3100094,46743,1.0,205604749.55887288
64.63995627214304,71.23943665945409,71.03140345291186,3618,2696223,40394,1.0,179967779.01542386
29.7673731353348,56.358205749161215,67.94941493622572,1743,2558991,38146,2.0,171667669.9499117
21.41341885204657,43.42348696743643,92.43231101608991,3792,2324637,41807,2.0,129259147.55040401
93.60558819156492,92.03850657879228,53.549874172891165,1405,2488282,38569,0.0,160531704.51304072
8.88800277867248,61.82982557466258,21.64129732013421,4724,2466353,51028,1.0,119207045.55322161
42.66688982093565,18.66304029082324,61.25857239880208,3179,2390469,39020,2.0,146446490.00037298
59.671852425959635,40.2984350751102,63.81841023441138,2765,2833072,42918,2.0,187014701.45386517
78.27331540131229,70.57514301754637,72.57572436080959,2687,2685109,39844,0.0,180950967.31502983
33.48303615659379,5.5144724397373,11.67916898697055,1231,2719778,42492,0.0,174084353.9750992
66.76762126383032,73.13947536256306,38.34527619275381,4168,2587139,42445,1.0,157693207.80217472
39.35759122102156,76.29319494685114,85.69636680113464,2275,2509044,37418,2.0,168242604.99673307
88.42514359190662,62.10876134345059,43.3187602587005,3807,2973960,38728,0.0,228373220.44442335
59.124869086336986,51.500577707501606,28.679019298909232,3352,3665227,43207,0.0,310919271.4425459
8.75448366229104,94.5369757670757,66.38591243465103,1596,2628832,40789,1.0,169426994.6322433
33.099436307862575,1.1521413045759301,7.5923323881222,3458,2348257,41049,0.0,134334842.21088615
9.72554757212355,74.73114871715215,28.772391261372622,3442,2652985,39410,1.0,178592474.246293
27.70349628492677,83.84427729565859,16.7435347574258,4677,2505569,50433,1.0,124479527.56402594
53.65796757126733,56.80044280531317,54.66989885126993,3300,2518374,40668,1.0,155950811.54027858
81.15333383708561,30.63178066815489,62.23947279340653,4535,2864463,39492,0.0,207767352.3286041
89.21689804834998,63.0281294008818,38.622573506441036,4101,2502096,46493,0.0,134654343.51582703
35.32860231305323,83.49503109725303,81.3639788019117,4236,2432863,40231,1.0,147120936.0100887
22.11733764508991,41.30808895657057,0.32808016106083,1036,2681011,39901,1.0,180141349.38825738
15.969474693348202,25.887978493566262,74.3137076839744,4343,2589870,40568,2.0,165337867.69706818
97.15892644393158,41.91230140315713,82.13765200774374,2297,2446373,39924,0.0,149903337.7161381
65.34531743416703,65.73885015955314,23.22766920625691,3293,2580220,43766,1.0,152116603.0308432
65.82292317478473,98.4484077253978,43.48599874733774,4188,2497690,51310,1.0,121583615.98086953
25.53312510059008,73.54049877631788,2.5487711948674296,2147,2562410,37500,1.0,175091866.87799755
25.07619379520608,31.412600360937446,62.02160437488987,2333,2481998,40823,2.0,150903022.11628488
4.99538073228774,71.4646835632344,85.74612984586891,4774,2693381,37866,2.0,191578228.77962872
39.0650523838129,37.58992270721732,63.90455628993577,3003,2945312,38128,2.0,227519481.14552248
81.89831064684597,9.04193336856074,58.21473011639876,3136,2520372,40472,0.0,156954808.71286434
43.50253389630367,23.15604228461277,30.72672108103742,4108,2341346,39453,0.0,138947636.2146618
85.90012003757337,19.98255004474282,61.79083758077377,4095,2253223,39589,0.0,128243044.4719684
55.2770959667748,40.125896547367205,46.95409394099137,2667,2877111,41138,0.0,201219497.93669552
46.92616691091649,49.38636671513295,56.20881318314231,2017,2448794,41640,2.0,144010375.94361165
43.42800109262496,16.83849196842105,32.05610544121592,4115,2465565,38119,0.0,159474560.43090126
49.612311802675066,75.30830625294344,79.3873277933366,3888,2391255,45431,2.0,125863407.69296597
9.80684079661448,10.60971080603796,89.82993287285181,4217,2310936,39586,2.0,134906916.48464337
80.76832777342024,72.83195396075686,52.45630720354936,4173,2567236,40816,0.0,161473458.43626338
80.91414954740931,97.67050847874336,40.00568139583029,1893,2348839,38910,1.0,141789890.71650502
86.2439251493098,60.27292452106664,86.5420730056541,3895,2441209,39336,2.0,151502475.63375783
88.3543692025026,84.51819516558218,61.446523055146955,4429,2505835,44021,0.0,142641217.76157647
74.09235210881229,90.93588170446318,42.132960808701405,4478,2324612,43155,1.0,125218884.26413582
32.62594086108282,13.83441214346956,2.31193128869246,4842,2495359,39644,0.0,157068321.52971274
16.36430074059577,31.01423411691583,40.83569385311352,1550,2483760,38227,2.0,161379750.89435792
91.7100975549549,35.79038246657336,56.14904010747276,3549,2631935,39664,0.0,174644056.17311305
67.39829096781533,70.62720994712097,46.69560927861158,3235,2730855,46935,1.0,158891424.96785146
69.68339256912913,63.76843618245339,69.0559233339036,1910,2611505,39291,0.0,173575586.39004925
34.78976869805633,8.4344280014293,15.324916321961341,3326,2560836,38049,0.0,172353570.8881612
40.35276334482859,52.43143544981028,60.41854097316205,4286,2538510,40442,2.0,159340117.20341873
24.39410617700255,93.6682996648471,90.92682925549389,4718,2537518,38207,1.0,168529264.27501428
83.58667925148288,61.13531785948215,11.59842733993987,2760,3275588,41568,0.0,258118666.8948682
14.84135623020264,69.76490783903058,15.489332036192799,1256,2604359,47558,1.0,142619239.68077675
33.54781329459957,22.51115891693859,98.6040824286917,4245,2667560,37397,2.0,190279336.66897666
25.18836294726936,87.35549124898321,74.67530434704106,4744,2811782,38312,1.0,206361401.52739713
66.50999884676845,27.19023221097568,7.01304183354059,1136,2592277,45071,0.0,149095871.9482573
12.33434577566347,0.57673064637403,58.27114534670989,1725,2519201,40691,2.0,155965045.79010186
13.02048274611305,41.698020184150096,69.40645277240792,4176,2556272,39950,2.0,163567622.9742286
95.06299413337862,42.355736724456186,58.830635623407915,1763,2630657,39364,0.0,175804192.9548114
13.41092719438344,89.85537660980138,50.682973097281156,4559,2709215,37946,1.0,193428712.27617064
31.57046483876539,9.709358679512361,0.2000880562474,2236,2542553,39990,0.0,161654807.64309442
10.067205900967929,41.54791605642897,61.85138320079996,4649,2570023,40383,2.0,163559374.49831465
20.534162290194292,78.20337264802485,65.94360816500863,3479,2544559,39425,1.0,164230323.5083518
75.23740196680728,26.215011225875028,10.46435666827519,4780,2569166,40851,0.0,161577781.0921256
70.00583421673497,31.48659650984672,79.58372560088837,2827,2502899,39719,2.0,157720572.1202266
70.47021969744381,28.42123240667419,46.18588795384974,2536,2591860,38160,0.0,176041358.99957964
33.367095656380755,17.45555176396852,90.03793845486854,1843,2584952,40740,2.0,164015140.94599864
16.74064032113974,84.3300349140899,64.21101888623114,3882,2608557,49091,1.0,138611346.72568065
43.7129163091027,41.63217397013252,24.0671755867502,2545,2538545,37388,0.0,172360402.18392637
57.34074298667223,39.92115691980211,57.31143918143234,2354,2550331,39966,0.0,162743036.81625023
44.166958105985735,71.71875756206525,58.655380372375035,1837,2443126,44196,1.0,135054408.8094159
8.24436463541133,47.05707950317254,7.5148638666839505,4860,2373498,40083,1.0,140545686.59689778
47.41799078852145,22.92797609283041,57.167054443703634,1555,3021290,38948,2.0,234368729.17391473
75.91139826056865,36.52778173244616,44.53849116699352,3732,2765544,39744,0.0,192437440.00965083
38.0322286156558,2.8440774809607503,78.62637202532234,2189,2593155,42090,2.0,159763669.6095328
54.512764834550694,21.42907611620123,35.46287999811783,3578,2731646,40567,0.0,183939898.66472897
49.12405505963259,36.03362990504291,5.41719903862066,4664,2676315,41592,0.0,172212492.28343883
91.09776731528557,9.541091480615501,16.46466713095988,3573,4219857,36308,0.0,490448195.9887229
67.1775849600646,17.26212604728201,8.718372972083099,4559,3413806,43324,0.0,268998047.3956006
27.149095836666138,77.70095738746812,59.420076146626144,1076,3372126,44287,1.0,256762340.1815259
63.70530040426768,0.81349929965304,35.60003013801893,3864,2638848,39576,0.0,175953071.7335771
95.94887216033639,67.00530574595173,43.83890006811067,1646,2577876,39494,0.0,168264664.78978413
37.77731007613866,88.59008918637274,36.24217458343272,4859,2544081,39990,1.0,161849165.6513916
66.26707629999055,70.8594437671806,78.12240873601856,2034,2631881,43346,2.0,159802463.84905636
83.29632216750443,15.77478645550002,10.382824041856981,3405,2242946,43916,0.0,114555213.5622881
22.04841629343558,97.45968844968056,46.46187083896416,3358,2337922,48879,1.0,111824695.22641984
30.4842984132287,43.65244039405959,44.435585082603794,2393,2334199,43642,2.0,124844988.11869656
43.39232733535791,69.9094575121853,52.65343551199497,3974,2388112,40025,1.0,142487918.16118705
47.59183308704998,20.85730476021828,88.26454443892446,4716,2671762,36814,2.0,193902107.4713451
58.16108908265474,62.44323195893246,50.9332238096894,1768,2797599,44541,1.0,175715860.99605498
48.67579608476979,56.059836262178884,1.6556830544411298,1729,2653177,41480,1.0,169704633.3934256
94.25703711441253,12.00074079548547,93.4582400163504,2209,2225626,41447,0.0,119511933.11353023
16.06880884739034,54.033701168093216,83.79358427762614,2314,2582699,39867,2.0,167314674.4032329
52.76631733998373,48.76719519745552,27.29437167214604,2226,2270202,39335,0.0,131023696.97910199
41.7026525018753,59.0273554885664,49.45518179594914,4367,2407470,36810,1.0,157454816.64608926
88.86034365498972,46.83445605916636,37.24192362784367,2697,2745000,37647,0.0,200149414.29064336
18.52949792229382,39.69122041697623,24.19597561544698,4971,2649054,44053,1.0,159296463.23194116
49.74519022003579,89.21226509896549,78.78278943810426,2178,2502237,45787,1.0,136746019.70061925
16.10811997320527,15.161780358267652,5.33528954887426,2080,2474863,39448,0.0,155266347.30819646
97.9933819914109,75.78521371195237,29.87794053275558,2713,2699195,43586,0.0,167155821.77437353
27.18151407337362,93.41989709709544,9.9614807256387,3413,2508836,45468,1.0,138432701.56500325
96.42837529254258,17.208135692508613,37.92568781048987,2241,2549303,38035,0.0,170867511.12496734
24.922367968327862,62.092512474193526,41.66173204219798,1306,2495316,44979,1.0,138433534.3097349
52.2595089404154,3.67193709515905,17.15668633216213,1578,2462776,39725,0.0,152681324.75829625
23.34302166317225,60.981205356855504,9.78675900162578,2086,3136228,39610,1.0,248319264.52248624
50.47345977431918,1.05522660189923,10.62210648728653,3498,4216077,40521,0.0,438668968.42354167
50.73399017631199,79.81328675953283,57.253010719800756,3286,2484254,49231,1.0,125358370.46557334
17.933002886481688,35.89201191438256,10.42602298854362,4337,2562070,38369,1.0,171080890.4253152
46.19344884922267,46.97004931039417,27.20028701446199,4267,2562252,42512,1.0,154430168.2195514
11.1590717201461,66.84274685976294,73.72256632348252,1363,2530606,40240,2.0,159144302.36274493
27.220534316591582,19.28989944258936,41.771638043759005,4293,2694875,37680,2.0,192737560.1229369
18.26557632260436,45.84613003691045,56.391687656943425,4237,2411642,46370,2.0,125426291.48239323
64.50120208675094,47.55742131227519,15.25190678175013,2093,2545611,44652,0.0,145125310.47155502
36.495564738271206,79.02370475866717,93.8712374131938,3448,2524843,41021,2.0,155404114.34371653
8.680389177700901,55.768108585294854,84.36996483795579,2371,2638958,47368,2.0,147021181.5068607
54.148087964344114,59.493993860044604,23.65244577315988,4200,2567292,45863,1.0,143710359.39908618
29.93560367988301,88.70350939337487,35.544339674945405,4750,2708964,44601,1.0,164536354.63625175
4.4134110014227605,72.72994698878964,19.26136218187429,2208,2482033,41076,1.0,149977792.6998496
12.0426398039129,66.69015448339387,23.97139193367754,4328,2456359,41112,1.0,146762491.16399682
44.310516821465214,39.81563640903894,56.58083852623297,3154,2749659,42424,2.0,178215741.46951687
92.83060009810312,73.08927190698058,92.9237225677918,2344,2768851,38642,2.0,198399044.04540658
19.35927441824553,49.65952142288714,61.673625490125985,4755,3172526,38114,2.0,264074125.52899003
98.4183054019224,70.47758843340782,23.81709910578854,4685,2520951,41342,0.0,153722460.07080638
91.76358978550344,7.30001121783026,52.430917480091985,2060,2637516,46523,0.0,149527989.3838848
93.44123318983696,20.52381380645596,50.14370858603752,1527,2718489,39376,0.0,187682406.61655116
44.546700375630785,91.81306257536453,79.4450135944999,2668,2544962,39956,1.0,162099098.540442
97.09109546342044,82.41616924135126,40.96116864714444,3718,2541687,39784,0.0,162381178.50911468
50.92784237234466,22.87484875934849,42.57364948856167,4537,2610078,37830,0.0,180082134.9697044
79.68298838978367,59.053250206092514,72.87734919886717,1229,2725909,40605,0.0,182996672.2348973
28.74316849699987,13.627648883866831,39.567495175250336,1604,2890949,42418,2.0,197029235.71134827
17.45901334619115,32.03587038306884,5.92074033416645,4649,2493374,41205,1.0,150877658.141612
84.97202680519868,59.440480227997014,68.68576466866911,1669,2568160,38334,0.0,172052115.23524672
76.87527861159269,92.36677145484764,30.58872012774717,2776,2358773,38359,1.0,145045753.6792918
17.954373345291668,65.17440156859443,8.80604582350017,2269,2534046,39679,1.0,161833441.6178373
57.08832551643243,86.75945690714799,82.22341504913098,3861,2685725,49691,1.0,145159460.9784436
82.60274758549001,69.65765112914329,12.936388238460788,4234,2509868,43209,0.0,145789936.75572705
22.90423903325808,61.306022764901655,55.15219189753078,4280,2476037,38550,1.0,159033961.7434492
96.51481804353523,90.85257402045096,73.99542845265469,3587,2489742,37469,0.0,165438501.8655038
70.25118429257168,51.69004629993956,15.66711228009372,4790,2683615,38627,0.0,186444442.17874947
61.908673523358395,91.47935788579704,67.17116185460054,2066,2452726,37935,1.0,158583493.63167042
67.68110571724281,57.49427789303385,19.99633695557691,1308,2636050,47196,0.0,147231960.38547266
37.02596326605273,50.634213069931555,39.02004486360181,2950,3578957,39664,1.0,322935992.52536464
85.69914042680938,87.3414418933491,56.40984691096278,3044,2430678,46923,1.0,125912570.37184508
28.190256483007957,90.00707646102305,34.70876074348782,4636,2448164,40951,1.0,146358012.52105302
37.514466015896566,21.96341640162979,62.5717637038696,4475,2575626,47186,2.0,140589354.7182514
61.79956817822011,32.4661127631953,87.65043696916098,2580,2569823,40278,2.0,163960232.66212422
50.84987720511877,81.99419326743828,19.41232586474382,3648,2506106,40988,1.0,153229415.5138765
45.88495842719939,64.85988077849878,89.48940289477882,4755,2427087,37960,2.0,155183121.84967905
2.4162858588624,19.90635492716782,21.021895685317542,1824,2437661,39710,2.0,149639666.35032386
37.44746924528853,2.1487499498355302,64.26392335482024,1103,2627116,37726,2.0,182943817.98422986
97.41426626765264,21.664422292375658,66.18995865759882,4492,3175123,46476,0.0,216916388.3490852
53.94147321373577,66.10281997201315,55.68792001800723,2103,2803837,41976,1.0,187285637.56388682
13.47754060341656,15.90402652913456,66.61085642809365,2062,2509374,45046,2.0,139789501.2151181
96.22595914815264,50.721754541487115,36.476456919793236,4122,2492196,39010,0.0,159216634.2542113
80.44309442007074,30.28707852979195,8.6902145344571,3859,2365597,38546,0.0,145178466.41062164
5.18895569085191,31.825483214552392,97.84493147018883,4686,2444850,38866,2.0,153792299.75675932
18.620936333070258,74.82619066346598,35.327687318525754,2145,2474645,38931,1.0,157300554.2078986
65.48435270037666,33.37693777742875,67.57379197941053,2401,2800392,46475,2.0,168740082.915444
90.10177160337498,87.96725463528338,13.54221881184996,1697,2552221,40206,0.0,162011441.89123484
14.710580190140702,10.32477345275832,12.82802507774,2172,2711664,37536,0.0,195895184.58813152
77.65512180552062,34.613573402264656,22.71402276739489,2018,2482915,38798,0.0,158896512.63122076
32.83687780092924,19.47549407904369,13.06188169995764,1720,2604106,40822,0.0,166120426.70789966
27.3878185910416,54.789996090539326,63.078885309583846,2723,2593239,45968,2.0,146294998.9334908
96.10767781467048,4.25022818701696,29.03236431930108,1985,2433693,40178,0.0,147415541.29378226
44.03804774666098,41.493475124496335,47.19324422740665,4989,2437829,35927,2.0,165419050.66038302
74.87792282527569,75.8840553208282,67.99503939155811,2581,2570891,38871,1.0,170036287.55913055
43.27340608776167,75.54058043049896,29.20582437584948,3506,2500276,44800,1.0,139539733.84009957
66.71342661650058,59.33744400230411,76.72296867548545,4126,2576804,37143,2.0,178766358.51270047
31.26459932733451,68.88230039234362,45.31892241764045,2427,2396290,40932,1.0,140286469.3628387
18.92602808231637,4.78935058329715,69.56857466806328,3150,2494408,40758,2.0,152658895.68456107
97.4902399740176,90.98498005252243,56.00171019621052,1695,2473119,39421,0.0,155153790.8222989
25.855795796424978,73.95791611986984,79.0574948262505,2805,2479221,42289,2.0,145345994.62497702
24.03119877431867,23.24010256160489,95.60113113012729,3894,2547137,42486,2.0,152706936.3229368
54.08294830069805,30.14233123852927,10.33347591214868,4080,2902299,42038,0.0,200374410.89491948
17.74450789434285,28.883068811240907,47.14501480254956,4048,2672117,38741,2.0,184306271.43090507
14.293440611376779,36.88183970904296,94.14867208567273,1468,2576138,38716,2.0,171414582.98565412
44.37557471141415,79.21439802753176,78.56437134032439,4869,2353045,38359,1.0,144342156.25747955
1.8766782244454199,68.21002913933462,31.6903259228197,1404,2692098,39221,1.0,184783448.6988913
10.65600449858505,8.37585881183661,85.26823005455891,4428,2528989,44408,2.0,144023269.72565702
10.7667200787064,64.99599106483977,65.6604741354156,4969,2463380,43192,2.0,140494559.73929211
38.26229062216406,87.76529744554819,36.63172957982843,1295,2416750,40724,1.0,143421092.28849274
35.59792014899888,15.45627238714089,41.19965935859966,1698,2374129,41897,2.0,134532031.13603523
68.35331064140998,39.29056805368981,92.5488400810176,2500,2531420,49123,2.0,130449834.42113777
95.37763410927283,68.62675362197686,8.09733462533255,4179,2530823,44313,0.0,144541445.11056483
21.48501443530435,49.10426783632906,74.80747092382722,1763,2692935,41486,2.0,174803522.00863415
44.402442151233714,82.56024582714502,34.02992288914016,1838,2382798,37927,1.0,149701434.56256226
64.84994764474196,20.79095412497063,67.08036605433085,1465,2597274,42541,2.0,158572488.4444989
42.4401792969361,90.50692678781384,67.53055815971663,4596,2609779,37869,1.0,179855460.3676132
61.39842120688812,45.90384346173881,86.5718327620189,3022,2573606,41524,2.0,159508906.73048097
70.4329978799938,62.83753636034491,8.37639136807079,3145,2519185,38626,0.0,164301068.2975379
22.883087003239368,37.53986372667072,63.781166557815126,4579,2540445,38622,2.0,167103226.0850784
8.30366928093695,30.15469148268734,44.45890889879632,1713,3205513,40819,2.0,251728694.79696396
63.193537318548266,86.49930855126348,75.96795410039469,4112,2492593,38959,1.0,159475855.73268113
98.24365571478208,14.50326235321365,63.9706592206384,1980,2774743,42736,0.0,180157214.4297277
48.50181958916571,32.67347213832528,72.93777746649415,4059,2695170,43083,2.0,168603424.29105207
13.292277170055812,40.851946302815776,72.2322108690512,3549,2468064,39025,2.0,156088146.26367486
19.54401554294011,30.244214695006338,86.17116530060095,2305,2681201,41052,2.0,175115434.1378224
42.92390796158726,80.6895667130105,82.74693311692577,3918,2439911,42601,2.0,139742393.0842294
28.59793203827124,96.5623971229488,82.49435582208594,3268,2325959,42340,1.0,127777167.44339213
33.58620637482078,57.0965093016243,45.71962439382142,4445,2432354,40955,1.0,144459674.7935915
54.98826707150633,93.54333713886885,37.50273617894574,2764,2506062,40130,1.0,156500043.55064788
69.89190149256692,92.24878338817581,47.85483073959973,4705,2588385,41042,1.0,163240994.7873339
72.13503779926765,39.07235969047418,38.70768926499935,1336,2901863,40658,0.0,207113209.46829376
47.31349420948835,54.28433505403512,94.47866417421352,4640,2566762,37860,2.0,174016565.35842535
46.29114354106412,30.74890229317252,30.768972872565932,2137,2728538,42049,0.0,177053428.55399525
62.082919912094326,98.85208895046677,47.73954534457991,4010,2551446,40350,1.0,161335233.971615
17.40658774936278,85.34590634940515,35.24163214039611,4687,2635648,37558,1.0,184957675.58759895
5.40419962081521,30.934852716581553,72.4045324738041,2441,2696163,39033,2.0,186234594.37867355
98.26485758277704,76.71183040495326,35.92117209894425,4610,2659700,40208,0.0,175935239.0027871
48.16910730245677,45.442356167110596,54.875385540933074,1340,2553609,40559,2.0,160776126.7467202
45.08869366049745,13.31413424398491,72.373283292981,1699,2510026,44906,2.0,140298190.0088118
24.52147877078348,6.859753083042531,37.60927551509156,1737,2459237,39450,2.0,153304096.88252714
71.57094440539466,51.701607418917874,21.67995024674424,1197,2654086,43851,0.0,160638810.8648688
10.4153016773022,5.0825881736454,25.87860191328742,3928,2416418,40106,2.0,145591082.39611053
71.33411402594004,21.80259797612533,32.85643596635604,1998,2440952,41322,0.0,144190665.17012268
96.77498150008542,41.78089978836109,10.55304547602684,3753,2530609,42821,0.0,149552367.07997122
90.50901243725482,44.9205929802894,48.76022513757522,4937,2637320,39528,0.0,175962780.36389488
3.2000533874833397,49.264925179388506,37.03762076490389,2883,3107494,42573,1.0,226822609.6307326
29.85088828112393,69.14549333431069,41.594074168578885,2174,2652252,36593,1.0,192234598.72958666
84.32506710402113,69.29891197347001,33.042944185738,1174,2624789,46264,0.0,148917458.37740105
48.88775251421278,71.18853607022787,37.759985990284086,2126,2610047,48450,1.0,140605683.01482755
94.17967911624788,74.66667249814178,73.67038958665128,1216,2914583,41636,0.0,204025220.09042594
1.9913877479109499,66.90529143370975,67.81610909136066,3752,2762810,52721,2.0,144783276.03716198
42.07810075228721,31.54867137141669,65.98769517037685,4350,2852097,46195,2.0,176089561.58097002
6.468221244931651,49.59144466778684,46.02242047771825,4413,2848462,47720,1.0,170027991.72828943
57.35293022199761,27.60633488395906,54.33187714077431,1129,2726628,52618,0.0,141291958.07979605
26.128787163584448,89.75394810773642,5.52499086513419,3281,2462398,38156,1.0,158910889.77474287
54.261689001557514,50.90025590745172,15.056939447026728,4128,2790130,36165,0.0,215258548.7815496
45.45162021614612,28.64799473810253,17.779889624056793,2987,3045566,38832,0.0,238861564.17689377
2.27636881171069,38.90143630394221,56.170599237833244,3702,2583674,39393,2.0,169455774.83579683
42.78700794474895,65.58783112384617,89.74136639945537,3931,2598138,38815,2.0,173910113.7928659
41.46813658440209,18.48314373882312,20.07201931780781,3034,2649934,39678,0.0,176978431.4778724
30.602871133356107,39.556841276422226,51.93159180569056,1776,2885213,49245,2.0,169041609.40603024
81.05987950604859,19.06642964307768,7.61839264561673,3300,2624472,42700,0.0,161308039.31200683
42.7258910793196,65.69465568360116,37.72176764915811,1552,2525850,41379,1.0,154182513.40887448
27.439721458111187,66.04192023528913,87.82044020926381,1987,2561169,44370,2.0,147838328.74494392
69.26195611378377,20.72654424499855,94.70282921064296,2210,4002209,39060,2.0,410078773.1508172
32.13707210153556,64.82433660672301,74.97168554857267,3321,2575484,38888,2.0,170569785.9001602
31.722156945088642,76.35150347452172,93.94815260849748,4777,2438911,38412,2.0,154854911.63610706
92.06333157821908,56.90862507828385,92.26744259072795,3830,2914511,40949,2.0,207437895.16016415
18.8698639085539,9.40437189029985,6.434315356671131,2524,2494989,44831,0.0,138854143.56097668
61.82892774060315,46.70853066485146,62.94875295856392,1506,2556729,37229,2.0,175585247.50236145
68.8894802675795,60.70792049878402,19.90401736992424,1581,2529415,37172,0.0,172117191.48963958
40.4947114857234,94.2465023792564,1.42851162000872,2449,2530003,38217,1.0,167488687.7526104
17.33249167052612,2.3855148347334603,33.12554991767735,1958,2574438,41157,2.0,161035328.51478398
80.56297997059481,50.664543216492284,55.903038145522835,1766,2505933,44288,0.0,141792363.62778196
95.76814837843315,93.82456504474136,37.07990761900702,2357,2710100,44553,0.0,164851794.71270505
36.68212378753376,27.02568898952497,5.05386704585686,4323,2422800,40330,0.0,145548223.15532982
